指标名称,钢材价格指数:螺纹钢:Φ12-25,收盘价:螺纹指数,热卷:中国:市场价,收盘价:热卷指数
2017/5/15,,2967.47 ,,2916.09 
2017/5/16,,2973.94 ,,2915.14 
2017/5/17,,3085.24 ,,3033.10 
2017/5/18,,3116.66 ,,3043.62 
2017/5/19,106.7,3216.86 ,462,3112.46 
2017/5/22,,3315.14 ,,3165.96 
2017/5/23,,3267.20 ,,3148.35 
2017/5/24,,3218.54 ,,3123.73 
2017/5/25,,3189.25 ,,3127.63 
2017/5/26,110.23,3209.27 ,466,3111.03 
2017/5/31,,3064.13 ,,3032.00 
2017/6/1,,3059.11 ,,3015.63 
2017/6/2,108.99,2992.91 ,460,3006.02 
2017/6/5,,2904.20 ,,2929.95 
2017/6/6,,2928.19 ,,2932.18 
2017/6/7,,2932.30 ,,2949.95 
2017/6/8,,2938.11 ,,2966.50 
2017/6/9,106.33,2987.58 ,473,3064.86 
2017/6/12,,3002.40 ,,3091.96 
2017/6/13,,2909.81 ,,2995.91 
2017/6/14,,3049.88 ,,3108.41 
2017/6/15,,3078.53 ,486,3173.52 
2017/6/16,106.15,3059.02 ,,3153.22 
2017/6/19,,3107.20 ,,3223.98 
2017/6/20,,3075.36 ,,3216.06 
2017/6/21,,3037.82 ,,3184.68 
2017/6/22,,3003.72 ,,3181.24 
2017/6/23,106.67,3072.44 ,494,3225.41 
2017/6/26,,3113.24 ,,3274.26 
2017/6/27,,3188.60 ,,3335.37 
2017/6/28,,3245.73 ,,3375.43 
2017/6/29,,3265.15 ,,3363.85 
2017/6/30,107.15,3312.61 ,516,3366.46 
2017/7/3,,3354.40 ,,3430.59 
2017/7/4,,3321.28 ,,3374.25 
2017/7/5,,3381.75 ,,3413.07 
2017/7/6,,3378.45 ,,3393.94 
2017/7/7,108.6,3391.57 ,523,3424.41 
2017/7/10,,3404.81 ,,3433.97 
2017/7/11,,3524.24 ,,3549.75 
2017/7/12,,3534.43 ,,3568.71 
2017/7/13,,3619.28 ,,3660.09 
2017/7/14,110.42,3511.18 ,545,3573.60 
2017/7/17,,3586.27 ,,3674.81 
2017/7/18,,3545.57 ,,3632.68 
2017/7/19,,3635.89 ,,3706.33 
2017/7/20,,3454.38 ,,3588.79 
2017/7/21,111.72,3478.64 ,553,3598.79 
2017/7/24,,3471.59 ,,3557.74 
2017/7/25,,3522.54 ,,3603.71 
2017/7/26,,3527.93 ,,3616.44 
2017/7/27,,3528.65 ,,3631.84 
2017/7/28,111.71,3515.69 ,559,3625.58 
2017/7/31,,3683.59 ,,3769.29 
2017/8/1,,3645.60 ,,3733.87 
2017/8/2,,3682.19 ,,3763.25 
2017/8/3,,3739.80 ,,3791.80 
2017/8/4,113.32,3825.97 ,581,3878.07 
2017/8/7,,3995.91 ,,4007.28 
2017/8/8,,3947.10 ,,3968.34 
2017/8/9,,4026.84 ,,4080.24 
2017/8/10,,3980.24 ,,4045.60 
2017/8/11,118.18,3880.23 ,612,3963.08 
2017/8/14,,3833.29 ,,3906.09 
2017/8/15,,3780.39 ,,3867.76 
2017/8/16,,3732.46 ,,3849.18 
2017/8/17,,3827.48 ,,3960.93 
2017/8/18,117.18,3865.10 ,614,4009.01 
2017/8/21,,3970.50 ,,4082.99 
2017/8/22,,3942.69 ,,4059.39 
2017/8/23,,3791.31 ,,3882.72 
2017/8/24,,3864.42 ,,3975.08 
2017/8/25,118.79,3934.70 ,617,4060.07 
2017/8/28,,3932.93 ,,4088.72 
2017/8/29,,3884.07 ,,4060.05 
2017/8/30,,3871.04 ,,4073.60 
2017/8/31,,3926.17 ,,4075.66 
2017/9/1,118.09,4059.02 ,625,4252.82 
2017/9/4,,4058.57 ,,4284.41 
2017/9/5,,4082.01 ,,4335.23 
2017/9/6,,3986.78 ,,4221.01 
2017/9/7,,3959.02 ,,4216.20 
2017/9/8,121.54,3917.17 ,644,4148.87 
2017/9/11,,3915.22 ,,4158.39 
2017/9/12,,3958.75 ,,4173.19 
2017/9/13,,3914.57 ,,4117.16 
2017/9/14,,3833.18 ,,4076.03 
2017/9/15,120.32,3805.61 ,637,4061.95 
2017/9/18,,3804.14 ,,4042.61 
2017/9/19,,3743.82 ,,3977.67 
2017/9/20,,3759.81 ,,3988.98 
2017/9/21,,3655.14 ,,3886.52 
2017/9/22,118.53,3551.47 ,597,3760.36 
2017/9/25,,3596.09 ,,3813.23 
2017/9/26,,3606.20 ,,3838.51 
2017/9/27,,3665.62 ,,3909.95 
2017/9/28,,3594.39 ,,3871.01 
2017/9/29,115.07,3676.91 ,599,3969.39 
2017/10/9,,3680.90 ,,3992.31 
2017/10/10,,3534.60 ,,3838.82 
2017/10/11,,3502.27 ,,3802.87 
2017/10/12,,3643.77 ,,3988.78 
2017/10/13,116.82,3788.38 ,627,4113.24 
2017/10/16,,3800.37 ,,4155.86 
2017/10/17,,3723.60 ,,4040.62 
2017/10/18,,3671.10 ,,4020.13 
2017/10/19,,3590.51 ,,3899.68 
2017/10/20,116.46,3757.96 ,617,4095.75 
2017/10/23,,3693.25 ,,4024.97 
2017/10/24,,3734.87 ,,4059.33 
2017/10/25,,3701.07 ,,4030.00 
2017/10/26,,3656.55 ,,3924.67 
2017/10/27,116.21,3585.47 ,601,3814.58 
2017/10/30,,3575.37 ,,3808.56 
2017/10/31,,3634.36 ,,3863.02 
2017/11/1,,3568.21 ,,3761.31 
2017/11/2,,3660.56 ,,3809.48 
2017/11/3,115,3629.45 ,601,3799.10 
2017/11/6,,3748.16 ,,3941.37 
2017/11/7,,3726.78 ,,3902.29 
2017/11/8,,3730.56 ,,3904.01 
2017/11/9,,3755.79 ,,3912.01 
2017/11/10,116.31,3807.62 ,613,3978.48 
2017/11/13,,3836.39 ,,4011.13 
2017/11/14,,3858.02 ,,4023.08 
2017/11/15,,3773.42 ,,3960.60 
2017/11/16,,3753.38 ,,3943.78 
2017/11/17,119.31,3712.94 ,609,3862.35 
2017/11/20,,3758.31 ,,3918.44 
2017/11/21,,3814.29 ,,3950.14 
2017/11/22,,3854.93 ,,3977.63 
2017/11/23,,3862.72 ,,3923.36 
2017/11/24,122.17,3861.01 ,618,3915.77 
2017/11/27,,3909.22 ,,3905.81 
2017/11/28,,3943.80 ,,3976.43 
2017/11/29,,4002.13 ,,4014.01 
2017/11/30,,4034.70 ,,4005.08 
2017/12/1,127.71,4027.85 ,639,4018.59 
2017/12/4,,4110.70 ,,4105.35 
2017/12/5,,4080.30 ,,4083.52 
2017/12/6,,3983.66 ,,3972.15 
2017/12/7,,3869.21 ,,3873.17 
2017/12/8,137.05,3941.53 ,639,3965.07 
2017/12/11,,3957.14 ,,3960.24 
2017/12/12,,3931.81 ,,3948.70 
2017/12/13,,3899.49 ,,3908.23 
2017/12/14,,3838.60 ,,3904.86 
2017/12/15,136.65,3854.23 ,645,3954.55 
2017/12/18,,3897.50 ,,3966.64 
2017/12/19,,3816.28 ,,3859.90 
2017/12/20,,3818.98 ,,3867.19 
2017/12/21,,3861.78 ,,3901.00 
2017/12/22,132.26,3942.51 ,658,3979.28 
2017/12/25,,3792.09 ,,3844.75 
2017/12/26,,3816.76 ,,3880.09 
2017/12/27,,3786.59 ,,3865.46 
2017/12/28,,3757.52 ,,3855.85 
2017/12/29,126.75,3785.03 ,642,3850.95 
2018/1/2,,3859.81 ,,3925.73 
2018/1/3,,3795.63 ,,3866.16 
2018/1/4,,3806.81 ,,3876.50 
2018/1/5,124.25,3784.62 ,647,3842.75 
2018/1/8,,3801.71 ,,3862.24 
2018/1/9,,3803.11 ,,3860.64 
2018/1/10,,3832.13 ,,3878.54 
2018/1/11,,3820.27 ,,3873.04 
2018/1/12,116.6,3774.36 ,633,3831.41 
2018/1/15,,3788.05 ,,3837.72 
2018/1/16,,3775.52 ,,3823.66 
2018/1/17,,3808.83 ,,3833.57 
2018/1/18,,3839.38 ,,3851.38 
2018/1/19,113.83,3906.00 ,632,3913.41 
2018/1/22,,3908.16 ,,3889.96 
2018/1/23,,3894.65 ,,3894.79 
2018/1/24,,3920.74 ,,3930.67 
2018/1/25,,3949.29 ,,3963.58 
2018/1/26,116.76,3928.56 ,648,3952.16 
2018/1/29,,3928.97 ,,3954.00 
2018/1/30,,3903.76 ,,3928.55 
2018/1/31,,3896.28 ,,3922.50 
2018/2/1,,3909.37 ,,3958.42 
2018/2/2,115.92,3939.72 ,640,4019.80 
2018/2/5,,3946.24 ,,4015.62 
2018/2/6,,3922.47 ,,3996.91 
2018/2/7,,3916.56 ,,3999.26 
2018/2/8,,3910.68 ,,4015.26 
2018/2/9,116.69,3875.39 ,646,3945.74 
2018/2/12,,3895.65 ,,3959.93 
2018/2/13,,3899.64 ,,3971.80 
2018/2/14,,3912.12 ,646,3970.55 
2018/2/22,,3848.39 ,,3913.51 
2018/2/23,,3930.65 ,655,3959.44 
2018/2/26,,4006.60 ,,4065.28 
2018/2/27,,4009.87 ,,4082.26 
2018/2/28,,3995.57 ,,4070.71 
2018/3/1,,4007.05 ,,4077.17 
2018/3/2,121.11,3999.76 ,657,4102.43 
2018/3/5,,3934.72 ,,4027.37 
2018/3/6,,3946.32 ,,4023.29 
2018/3/7,,3873.78 ,,3929.55 
2018/3/8,,3781.93 ,,3864.73 
2018/3/9,117.96,3690.81 ,618,3780.92 
2018/3/12,,3684.18 ,,3792.76 
2018/3/13,,3667.16 ,,3778.95 
2018/3/14,,3699.69 ,,3819.74 
2018/3/15,,3707.98 ,,3823.03 
2018/3/16,115.19,3677.69 ,629,3836.08 
2018/3/19,,3589.08 ,,3770.57 
2018/3/20,,3573.40 ,,3761.33 
2018/3/21,,3539.70 ,,3684.33 
2018/3/22,,3541.62 ,,3689.99 
2018/3/23,112.18,3312.34 ,595,3477.78 
2018/3/26,,3269.85 ,,3439.35 
2018/3/27,,3319.28 ,,3502.76 
2018/3/28,,3305.29 ,,3493.34 
2018/3/29,,3364.54 ,,3538.58 
2018/3/30,106.27,3458.87 ,600,3637.97 
2018/4/2,,3418.66 ,,3601.34 
2018/4/3,,3418.45 ,,3575.89 
2018/4/4,,3382.79 ,,3556.86 
2018/4/8,,,607,
2018/4/9,,3456.19 ,,3629.62 
2018/4/10,,3462.83 ,,3631.86 
2018/4/11,,3438.48 ,,3569.78 
2018/4/12,,3441.11 ,,3592.03 
2018/4/13,109.12,3484.96 ,615,3627.47 
2018/4/16,,3395.99 ,,3543.22 
2018/4/17,,3415.75 ,,3580.75 
2018/4/18,,3470.28 ,,3639.91 
2018/4/19,,3534.41 ,,3674.15 
2018/4/20,110.24,3471.77 ,643,3638.96 
2018/4/23,,3556.95 ,,3722.23 
2018/4/24,,3573.90 ,,3711.02 
2018/4/25,,3580.83 ,,3709.55 
2018/4/26,,3563.16 ,,3690.97 
2018/4/27,112.16,3588.83 ,651,3705.35 
2018/5/2,,3720.75 ,,3802.93 
2018/5/3,,3665.91 ,,3738.68 
2018/5/4,117.15,3657.24 ,659,3738.26 
2018/5/7,,3650.71 ,,3746.30 
2018/5/8,,3629.74 ,,3734.30 
2018/5/9,,3563.67 ,,3673.86 
2018/5/10,,3605.49 ,,3712.67 
2018/5/11,115.03,3664.04 ,659,3764.10 
2018/5/14,,3655.94 ,,3766.84 
2018/5/15,,3669.99 ,,3793.30 
2018/5/16,,3666.08 ,,3807.60 
2018/5/17,,3666.67 ,,3839.26 
2018/5/18,115.74,3618.99 ,669,3793.67 
2018/5/21,,3576.92 ,,3748.63 
2018/5/22,,3561.03 ,,3754.88 
2018/5/23,,3518.91 ,,3700.75 
2018/5/24,,3570.09 ,,3764.06 
2018/5/25,113.84,3551.05 ,657,3755.28 
2018/5/28,,3565.09 ,,3777.25 
2018/5/29,,3618.95 ,,3843.66 
2018/5/30,,3626.96 ,,3859.59 
2018/5/31,,3676.64 ,,3889.43 
2018/6/1,114.66,3714.46 ,666,3890.70 
2018/6/4,,3699.22 ,,3858.11 
2018/6/5,,3717.21 ,,3901.16 
2018/6/6,,3756.22 ,,3910.55 
2018/6/7,,3786.82 ,,3934.48 
2018/6/8,116.56,3785.68 ,666,3928.62 
2018/6/11,,3781.78 ,,3927.65 
2018/6/12,,3833.84 ,,3966.37 
2018/6/13,,3837.71 ,,3956.81 
2018/6/14,,3876.22 ,,3972.13 
2018/6/15,118.61,3880.06 ,668,3961.36 
2018/6/19,,3745.11 ,,3838.78 
2018/6/20,,3794.15 ,,3900.27 
2018/6/21,,3751.44 ,,3862.82 
2018/6/22,117.84,3737.01 ,658,3858.96 
2018/6/25,,3698.50 ,,3835.29 
2018/6/26,,3648.53 ,,3787.85 
2018/6/27,,3643.50 ,,3813.28 
2018/6/28,,3714.87 ,,3856.58 
2018/6/29,115.56,3777.78 ,647,3907.58 
2018/7/2,,3717.94 ,,3840.41 
2018/7/3,,3716.87 ,,3846.03 
2018/7/4,,3748.36 ,,3866.49 
2018/7/5,,3748.61 ,,3825.99 
2018/7/6,115.15,3736.22 ,627,3823.13 
2018/7/9,,3787.59 ,,3868.10 
2018/7/10,,3822.87 ,,3910.84 
2018/7/11,,3841.28 ,,3926.88 
2018/7/12,,3937.05 ,,3997.45 
2018/7/13,117.45,3922.99 ,639,3999.44 
2018/7/16,,3911.50 ,,4028.03 
2018/7/17,,3889.67 ,,4018.24 
2018/7/18,,3889.08 ,,4006.85 
2018/7/19,,3909.44 ,,3990.49 
2018/7/20,118.06,3931.37 ,633,4030.70 
2018/7/23,,3963.89 ,,4049.47 
2018/7/24,,3932.04 ,,4020.20 
2018/7/25,,3974.10 ,,4072.27 
2018/7/26,,3976.48 ,,4065.96 
2018/7/27,119.15,4074.51 ,628,4162.95 
2018/7/30,,4074.26 ,,4138.10 
2018/7/31,,4109.22 ,,4173.94 
2018/8/1,,4067.24 ,,4137.82 
2018/8/2,,4073.49 ,,4132.27 
2018/8/3,121.81,4120.80 ,625,4179.70 
2018/8/6,,4164.45 ,,4200.69 
2018/8/7,,4177.19 ,,4208.78 
2018/8/8,,4165.88 ,,4168.80 
2018/8/9,,4158.81 ,,4176.37 
2018/8/10,123.57,4116.41 ,623,4124.90 
2018/8/13,,4248.43 ,,4218.35 
2018/8/14,,4225.29 ,,4172.78 
2018/8/15,,4245.81 ,,4184.85 
2018/8/16,,4229.76 ,,4131.50 
2018/8/17,126.47,4358.55 ,622,4207.11 
2018/8/20,,4429.61 ,,4350.19 
2018/8/21,,4371.35 ,,4310.70 
2018/8/22,,4368.68 ,,4293.77 
2018/8/23,,4312.28 ,,4265.02 
2018/8/24,129.68,4360.28 ,638,4339.91 
2018/8/27,,4242.35 ,,4239.47 
2018/8/28,,4271.07 ,,4300.01 
2018/8/29,,4202.61 ,640,4226.95 
2018/8/30,,4155.86 ,,4190.86 
2018/8/31,127.06,4114.27 ,,4105.02 
2018/9/3,,4116.94 ,,4145.34 
2018/9/4,,4135.94 ,,4160.17 
2018/9/5,,4111.60 ,,4121.44 
2018/9/6,,4156.53 ,,4152.91 
2018/9/7,126.24,4188.81 ,635,4128.77 
2018/9/10,,4280.77 ,,4168.95 
2018/9/11,,4077.28 ,,3984.96 
2018/9/12,,4053.95 ,,3987.52 
2018/9/13,,4077.62 ,,4023.40 
2018/9/14,128.22,4103.65 ,624,4001.73 
2018/9/17,,4115.81 ,,3977.86 
2018/9/18,,4174.10 ,,4017.09 
2018/9/19,,4157.21 ,,3980.64 
2018/9/20,,4143.42 ,,3977.15 
2018/9/21,129.71,4164.48 ,624,4009.52 
2018/9/25,,4076.60 ,,3947.28 
2018/9/26,,4074.35 ,,3922.29 
2018/9/27,,4016.36 ,,3877.26 
2018/9/28,128.16,3938.00 ,614,3856.85 
2018/10/8,,3952.98 ,,3874.34 
2018/10/9,,4007.29 ,,3927.27 
2018/10/10,,4016.53 ,,3919.81 
2018/10/11,,4016.27 ,,3889.10 
2018/10/12,128.31,4062.81 ,606,3910.83 
2018/10/15,,4100.96 ,,3944.28 
2018/10/16,,4062.80 ,,3921.18 
2018/10/17,,4133.61 ,,3940.15 
2018/10/18,,4049.82 ,,3831.27 
2018/10/19,129.98,3996.57 ,604,3833.26 
2018/10/22,,4090.05 ,,3873.35 
2018/10/23,,4080.18 ,,3846.93 
2018/10/24,,4125.14 ,,3897.00 
2018/10/25,,4122.62 ,,3920.44 
2018/10/26,131.47,4155.21 ,603,3898.26 
2018/10/29,,4076.20 ,,3807.74 
2018/10/30,,4086.74 ,,3814.06 
2018/10/31,,4036.22 ,,3768.61 
2018/11/1,,3963.43 ,,3638.90 
2018/11/2,132.8,3966.32 ,577,3710.87 
2018/11/5,,3979.25 ,,3736.50 
2018/11/6,,3875.75 ,,3682.26 
2018/11/7,,3824.78 ,,3670.18 
2018/11/8,,3866.21 ,,3663.96 
2018/11/9,130.15,3801.13 ,562,3582.03 
2018/11/12,,3722.96 ,,3550.02 
2018/11/13,,3733.33 ,,3557.49 
2018/11/14,,3799.82 ,,3553.65 
2018/11/15,,3752.46 ,,3558.44 
2018/11/16,127.28,3743.59 ,547,3553.29 
2018/11/19,,3715.84 ,,3552.37 
2018/11/20,,3629.71 ,,3501.54 
2018/11/21,,3626.61 ,,3537.70 
2018/11/22,,3601.00 ,,3506.59 
2018/11/23,118.97,3492.00 ,536,3391.38 
2018/11/26,,3384.13 ,,3280.21 
2018/11/27,,3396.25 ,,3263.27 
2018/11/28,,3440.28 ,,3306.45 
2018/11/29,,3422.34 ,,3304.02 
2018/11/30,111.91,3366.09 ,515,3279.46 
2018/12/3,,3430.60 ,,3338.06 
2018/12/4,,3466.47 ,,3381.35 
2018/12/5,,3530.22 ,,3459.03 
2018/12/6,,3444.40 ,,3389.30 
2018/12/7,114.33,3456.94 ,537,3414.68 
2018/12/10,,3366.33 ,,3350.19 
2018/12/11,,3378.42 ,,3371.43 
2018/12/12,,3361.39 ,,3375.18 
2018/12/13,,3452.23 ,,3510.80 
2018/12/14,110.75,3472.76 ,545,3482.16 
2018/12/17,,3461.02 ,,3476.93 
2018/12/18,,3456.26 ,,3467.55 
2018/12/19,,3445.01 ,,3472.63 
2018/12/20,,3491.27 ,,3478.94 
2018/12/21,111.74,3514.41 ,549,3482.52 
2018/12/24,,3456.22 ,,3436.95 
2018/12/25,,3402.05 ,,3384.27 
2018/12/26,,3407.18 ,,3370.11 
2018/12/27,,3387.66 ,,3334.31 
2018/12/28,110.46,3387.21 ,530,3337.55 
2019/1/2,,3363.05 ,,3286.39 
2019/1/3,,3432.14 ,,3337.61 
2019/1/4,109.18,3463.28 ,528,3349.63 
2019/1/7,,3497.34 ,,3397.45 
2019/1/8,,3480.89 ,,3389.23 
2019/1/9,,3484.61 ,,3407.28 
2019/1/10,,3489.55 ,,3407.17 
2019/1/11,109.23,3513.51 ,528,3423.84 
2019/1/14,,3549.92 ,,3445.47 
2019/1/15,,3494.65 ,,3402.70 
2019/1/16,,3508.76 ,,3420.18 
2019/1/17,,3525.17 ,,3441.74 
2019/1/18,108.32,3607.80 ,539,3501.51 
2019/1/21,,3619.68 ,,3498.64 
2019/1/22,,3606.65 ,,3526.52 
2019/1/23,,3611.53 ,,3538.55 
2019/1/24,,3647.19 ,,3568.49 
2019/1/25,109.16,3675.98 ,552,3587.05 
2019/1/28,,3644.92 ,,3565.71 
2019/1/29,,3636.22 ,,3565.36 
2019/1/30,,3637.54 ,,3558.05 
2019/1/31,,3665.08 ,554,3584.57 
2019/2/1,109.84,3707.39 ,,3620.72 
2019/2/11,,3773.60 ,,3679.94 
2019/2/12,,3733.23 ,,3645.42 
2019/2/13,,3655.97 ,,3581.67 
2019/2/14,,3637.98 ,,3575.24 
2019/2/15,111.37,3552.64 ,547,3504.32 
2019/2/18,,3608.30 ,,3588.74 
2019/2/19,,3609.62 ,,3599.93 
2019/2/20,,3592.84 ,,3616.99 
2019/2/21,,3626.31 ,,3630.67 
2019/2/22,110.29,3680.72 ,562,3667.26 
2019/2/25,,3634.96 ,,3640.74 
2019/2/26,,3683.19 ,,3706.00 
2019/2/27,,3662.76 ,,3695.12 
2019/2/28,,3691.88 ,,3737.49 
2019/3/1,110.92,3753.93 ,577,3782.70 
2019/3/4,,3753.60 ,,3749.20 
2019/3/5,,3727.28 ,,3731.39 
2019/3/6,,3675.22 ,,3661.22 
2019/3/7,,3750.56 ,,3702.03 
2019/3/8,112,3700.79 ,572,3658.60 
2019/3/11,,3636.10 ,,3625.06 
2019/3/12,,3721.91 ,,3708.04 
2019/3/13,,3698.87 ,,3661.80 
2019/3/14,,3694.41 ,,3639.15 
2019/3/15,112.84,3660.20 ,566,3601.30 
2019/3/18,,3667.12 ,,3612.87 
2019/3/19,,3674.09 ,,3610.41 
2019/3/20,,3666.05 ,,3595.36 
2019/3/21,,3663.31 ,,3601.41 
2019/3/22,114.13,3662.40 ,578,3617.58 
2019/3/25,,3599.05 ,,3562.81 
2019/3/26,,3584.45 ,,3554.73 
2019/3/27,,3573.14 ,,3560.13 
2019/3/28,,3540.87 ,,3548.76 
2019/3/29,112.68,3591.18 ,573,3605.91 
2019/4/1,,3620.24 ,,3635.05 
2019/4/2,,3664.94 ,,3636.80 
2019/4/3,,3685.78 ,,3681.75 
2019/4/4,,3685.52 ,581,3696.89 
2019/4/5,114.24,,,
2019/4/8,,3815.67 ,,3790.29 
2019/4/9,,3832.30 ,,3782.53 
2019/4/10,,3843.27 ,,3775.92 
2019/4/11,,3871.65 ,,3782.68 
2019/4/12,116.97,3859.01 ,590,3766.79 
2019/4/15,,3889.02 ,,3815.82 
2019/4/16,,3842.14 ,,3760.06 
2019/4/17,,3851.24 ,,3776.93 
2019/4/18,,3758.87 ,,3697.68 
2019/4/19,118.26,3781.58 ,593,3732.28 
2019/4/22,,3806.12 ,,3749.99 
2019/4/23,,3788.44 ,,3729.17 
2019/4/24,,3757.30 ,,3707.69 
2019/4/25,,3736.55 ,,3671.96 
2019/4/26,118.15,3754.92 ,593,3695.21 
2019/4/29,,3783.07 ,,3718.71 
2019/4/30,,3812.42 ,,3780.76 
2019/5/3,118.63,,,
2019/5/6,,3738.29 ,,3706.81 
2019/5/7,,3743.37 ,,3722.15 
2019/5/8,,3705.34 ,,3676.29 
2019/5/9,,3707.18 ,,3656.84 
2019/5/10,117.93,3711.29 ,598,3667.69 
2019/5/13,,3658.71 ,,3597.48 
2019/5/14,,3630.20 ,,3579.81 
2019/5/15,,3667.26 ,,3618.16 
2019/5/16,,3690.35 ,,3624.23 
2019/5/17,116.47,3714.62 ,586,3650.66 
2019/5/20,,3720.89 ,,3614.01 
2019/5/21,,3861.80 ,,3735.43 
2019/5/22,,3849.29 ,,3724.49 
2019/5/23,,3817.48 ,,3692.51 
2019/5/24,117.84,3823.25 ,580,3694.50 
2019/5/27,,3775.34 ,,3635.20 
2019/5/28,,3777.13 ,,3637.86 
2019/5/29,,3756.08 ,,3634.90 
2019/5/30,,3709.42 ,,3605.34 
2019/5/31,115.99,3680.78 ,570,3589.40 
2019/6/3,,3637.78 ,,3540.88 
2019/6/4,,3673.84 ,,3572.79 
2019/6/5,,3675.33 ,,3569.60 
2019/6/6,114.24,3664.14 ,556,3557.33 
2019/6/10,,3643.34 ,,3538.03 
2019/6/11,,3755.86 ,,3618.38 
2019/6/12,,3700.26 ,,3584.32 
2019/6/13,,3712.74 ,,3599.50 
2019/6/14,112.99,3682.05 ,550,3591.32 
2019/6/17,,3631.02 ,,3548.78 
2019/6/18,,3659.58 ,,3566.27 
2019/6/19,,3694.34 ,,3616.07 
2019/6/20,,3747.52 ,,3674.68 
2019/6/21,111.47,3780.35 ,548,3725.30 
2019/6/24,,3824.55 ,,3815.79 
2019/6/25,,3911.18 ,,3881.27 
2019/6/26,,3914.37 ,,3884.56 
2019/6/27,,3917.41 ,,3864.24 
2019/6/28,114.09,3977.94 ,571,3918.11 
2019/7/1,,4013.53 ,,3948.56 
2019/7/2,,3967.40 ,,3883.73 
2019/7/3,,3944.88 ,,3872.46 
2019/7/4,,3941.88 ,,3856.36 
2019/7/5,115.31,3907.77 ,566,3821.26 
2019/7/8,,3908.17 ,,3833.10 
2019/7/9,,3954.79 ,,3870.30 
2019/7/10,,3936.59 ,,3843.44 
2019/7/11,,3933.86 ,,3832.21 
2019/7/12,114.09,3887.37 ,558,3794.88 
2019/7/15,,3947.44 ,,3850.52 
2019/7/16,,3954.55 ,,3851.58 
2019/7/17,,3969.09 ,,3871.99 
2019/7/18,,3887.95 ,,3810.66 
2019/7/19,114.39,3919.51 ,563,3852.83 
2019/7/22,,3870.53 ,,3809.77 
2019/7/23,,3863.47 ,,3813.90 
2019/7/24,,3821.50 ,,3774.10 
2019/7/25,,3858.15 ,,3811.76 
2019/7/26,113.4,3840.91 ,559,3787.37 
2019/7/29,,3789.67 ,,3743.22 
2019/7/30,,3794.60 ,,3731.91 
2019/7/31,,3798.89 ,,3748.64 
2019/8/1,,3763.89 ,,3723.33 
2019/8/2,112.53,3727.74 ,548,3685.16 
2019/8/5,,3663.76 ,,3627.72 
2019/8/6,,3624.77 ,,3597.17 
2019/8/7,,3624.68 ,,3601.35 
2019/8/8,,3585.17 ,,3584.21 
2019/8/9,109.17,3506.85 ,518,3543.83 
2019/8/12,,3567.07 ,,3605.25 
2019/8/13,,3557.46 ,,3584.00 
2019/8/14,,3556.73 ,,3610.81 
2019/8/15,,3584.08 ,,3634.43 
2019/8/16,107.13,3576.23 ,528,3632.91 
2019/8/19,,3591.11 ,,3637.71 
2019/8/20,,3546.63 ,,3601.12 
2019/8/21,,3518.68 ,,3598.97 
2019/8/22,,3518.40 ,,3589.55 
2019/8/23,106,3527.72 ,527,3594.55 
2019/8/26,,3447.48 ,,3519.48 
2019/8/27,,3345.74 ,,3417.42 
2019/8/28,,3373.35 ,,3440.46 
2019/8/29,,3323.88 ,,3401.53 
2019/8/30,104.5,3393.89 ,507,3457.10 
2019/9/2,,3445.91 ,,3496.44 
2019/9/3,,3438.94 ,,3489.16 
2019/9/4,,3456.51 ,,3498.98 
2019/9/5,,3465.99 ,,3474.27 
2019/9/6,106.75,3413.67 ,513,3426.36 
2019/9/9,,3506.89 ,,3545.89 
2019/9/10,,3489.22 ,,3539.16 
2019/9/11,,3484.73 ,,3530.94 
2019/9/12,108.05,3544.89 ,517,3576.40 
2019/9/16,,3557.67 ,,3573.80 
2019/9/17,,3525.93 ,,3541.83 
2019/9/18,,3485.69 ,,3516.18 
2019/9/19,,3389.10 ,,3431.15 
2019/9/20,108.13,3372.49 ,508,3401.47 
2019/9/23,,3485.22 ,,3498.85 
2019/9/24,,3455.46 ,,3488.61 
2019/9/25,,3473.78 ,,3497.83 
2019/9/26,,3418.99 ,508,3445.14 
2019/9/27,108.03,3405.45 ,,3424.80 
2019/9/30,,3432.68 ,,3443.48 
,,,,
数据来源：Wind,,,,
